№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
43,1,Байгалийн үзэсгэлэнт газар,Алтай таван богд байгалийн цогцолборт газар,Altai Tavan Bogd National Park,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.62961,88.53588,Байгалийн цогцолборт газар,National Park,https://www.dropbox.com/scl/fi/du63hmqh4aedhvuqv36q4/.jpg?rlkey=vdkawztvt4qh5ygjq7bsdr710&raw=1,"""알타이 타반 복드"" 자연공원",「アルタイ・タヴァン湿地」自然公園,“阿尔泰塔万博格德”自然公园,Природный парк «Алтай Таван Богд»
44,1,Байгалийн үзэсгэлэнт газар,Бага түргэний хүрхрээ,Baga Turgen Waterfall,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.50773,88.36274,Далайн түвшнээс дээш 2400 м өндөрт байдаг хүрхрээ,A waterfall located at an altitude of 2400 m above sea level,https://www.dropbox.com/scl/fi/aaukv315irrwexqpxmvk2/.jpg?rlkey=7g8zsol7fzaff1dxpefav1yws&raw=1,바가 투르겐 폭포,バガ トゥルゲンの滝,巴加图尔根瀑布,Водопад Бага Тургень
45,1,Байгалийн үзэсгэлэнт газар,Бага хатуугийн нуур,Baga Khatuu Lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.058,88.389,Цэнгэл сумын төвөөс баруун хойд зүгт 64 км зайтай орших өндөр уулын цэнгэг нуур,A high mountain fresh lake located 64 km northwest of the center of Tsengel soum.,https://www.dropbox.com/scl/fi/ac3c528qvbqh2hieu6ha4/.jpg?rlkey=yksn9nbvsq20hjc0so5m13kzv&raw=1,바가 카투 호수,バガカトゥ湖,巴加卡图湖,Озеро Бага Хатуу
46,1,Байгалийн үзэсгэлэнт газар,Хүйтэн оргил (4374м),Cold peak (4374m),Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.14452,87.81645,Монгол улс ба БНХАУ-ын хил дээр оршино.,It is located on the border of Mongolia and China.,https://www.dropbox.com/scl/fi/0onvywtan5j7j8ljtwe4s/.jpg?rlkey=1ayf0jla87ps5zcy5ri4t61yd&raw=1,콜드 피크,コールドピーク,冷峰,Холодный пик
47,1,Байгалийн үзэсгэлэнт газар,Найрамдал оргил (4192м),Friendship Peak,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.15348,87.81249,Далайн түвшнээс дээш 4192 метр өндөрт орших Алтай таван богдын өндөр оргилуудын нэг юм.,"At 4,192 meters above sea level, it is one of the highest peaks of the Altai Mountains.",https://www.dropbox.com/scl/fi/5qfmkklx156kb4gv3zyp2/.jpg?rlkey=h5f6fziw4o2urn20t2sxtna5r&raw=1,우정봉,フレンドシップピーク,友谊之峰,Пик Дружбы
48,1,Байгалийн үзэсгэлэнт газар,Козловын мөсөн гол (баруун),Kozlov Glacier (west),Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.04629,87.84979,Алтай таван богдын томоохон мөсөн гол.,One of the largest glaciers in the Altai Mountains.,https://www.dropbox.com/scl/fi/tmteefff2gfbyhwxrl4yk/.jpg?rlkey=fuzpy3rziizzsz9v048r1fn8n&raw=1,科兹洛夫冰川（西）,コズロフ氷河（西側）,科兹洛夫冰川（西）,Ледник Козлова (запад)
49,1,Байгалийн үзэсгэлэнт газар,Козловын мөсөн гол (зүүн),Kozlov Glacier (left),Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.06531,87.88025,Алтай таван богдын томоохон мөсөн гол.,One of the largest glaciers in the Altai Mountains.,https://www.dropbox.com/scl/fi/gw27ue0a5ltrs4yz7j8tw/.jpg?rlkey=0mqsesed8ekvc77mpfh7qjs1q&raw=1,코즐로프 빙하(왼쪽),コズロフ氷河（左）,科兹洛夫冰川（左）,Ледник Козлова (слева)
50,1,Байгалийн үзэсгэлэнт газар,Певцовын мөсөн гол,Pevtsov Glacier,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.07838,87.939,Алтай таван богдын томоохон мөсөн гол.,One of the largest glaciers in the Altai Mountains.,https://www.dropbox.com/scl/fi/q52r9kcev364cgvc59lxu/.jpg?rlkey=u41k1wjhv1o8ehm0bo4qu8t7k&raw=1,페브초프 빙하,ペフツォフ氷河,佩夫佐夫冰川,Ледник Певцова
51,1,Байгалийн үзэсгэлэнт газар,Малчин оргил уул (4051м),Malchin Peak (4051m),Баян-Өлгий,Bayan-Olgii,Улаанхус,Ulaankhus,49.17171,87.87511,Монгол улс ОХУ-ын хил дээр оршино.,It is located on the border of Mongolia and Russia,https://www.dropbox.com/scl/fi/bpczurdw1mdeh5hhoj6kh/.jpg?rlkey=y5s43ioltgpewuuycmbgphh74&raw=1,말친 봉우리,マルチンピーク,马尔钦峰,Пик Малчин
52,1,Байгалийн үзэсгэлэнт газар,Баяннуур (Баян-Өлгий),Bayan Lake (Bayan-Ulgii),Баян-Өлгий,Bayan-Olgii,Баяннуур,Bayannuur,48.83685,90.91247,Баяннуур сумын төв далйн түвшнээс дээш 1577 метр өндөрт байх энэхүү нуурын баруун хойд эрэгт оршино,"The center of Bayannur soum is located on the northwestern shore of this lake, which is 1,577 meters above sea level.",https://www.dropbox.com/scl/fi/f2jldx30rt72me3br39vp/.jpg?rlkey=649wyl3s5rboc9c3lpxhzp0vl&raw=1,바얀 호수,バヤン湖,巴彦湖,Озеро Баян
53,1,Байгалийн үзэсгэлэнт газар,Даян нуур,Dayan Lake,Баян-Өлгий,Bayan-Olgii,Сагсай,Sagsai,48.33838,88.84895,Далын түвшнээс дээш 2232 м өндөрт орших цэнгэг нуур улсын хилээс 12.5 км зайтай байна. ,"The freshwater lake, located at an altitude of 2,232 m above sea level, is 12.5 km from the state border.",https://www.dropbox.com/scl/fi/jbjsrof9pw1amb50q55uu/Dayanlake.jpg?rlkey=gmrt0pqach14p7uz0va1bsuk6&raw=1,다얀 호수,大研湖,大研湖,Озеро Даян
54,1,Байгалийн үзэсгэлэнт газар,Дунд нуур,Dund Lake,Баян-Өлгий,Bayan-Olgii,Ногооннуур,Nogoonnuur,49.49834,89.79635,Цагааннуур багийн төвөөс  баруун зүгт 2 км зайтай оршино.,It is located 2 km west of the center of Tsagaannuur.,https://www.dropbox.com/scl/fi/p0aj5emca39by5qepebr6/.jpg?rlkey=hzxszglwxidt5v49x0wc2rcv0&raw=1,던드 레이크,ダンド湖,邓德湖,Озеро Дунд
55,2,Түүхийн дурсгалт газар,Найрамдал толгой,Nairamdal Hill,Баян-Өлгий,Bayan-Olgii,Өлгий,Olgii,48.97838,89.9811,Өлгий хотын эргэн тойрныг харах цэг,Viewpoint overlooking the city of Ulgii,https://www.dropbox.com/scl/fi/4oc8mvhpowt9r9p6g6miq/.jpg?rlkey=pyvbfpmxoegtcckuxenakw8ks&raw=1,나이람달 언덕,ナイラムダルの丘,奈拉姆达尔山,Найрамдал Хилл
56,1,Байгалийн үзэсгэлэнт газар,Мааньт уул (3245м),Maanit Mountain (3245m),Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.88103,87.73477,Монгол улсын хамгийн баруун захын цэг.,The westernmost point of Mongolia.,https://www.dropbox.com/scl/fi/htr3j2opb97x57gkdaras/1.jpg?rlkey=bqhgjilktcg5gchy3km6sntai&raw=1,마닛 산,マアニット山,马尼特山,Гора Мааньт
57,1,Байгалийн үзэсгэлэнт газар,Онхотын нуур,Onkhot Lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.69259,88.59157,Далайн түвшнээс дээш 2113 м өндөрт орших цэнгэг нуур,A freshwater lake located 2113 m above sea level,https://www.dropbox.com/scl/fi/g63ogpzm2tag5fztbjicu/.jpg?rlkey=ch2djehuu73rtvfm7lyfbet94&raw=1,온코트 호수,オンコート湖,翁科特湖,Озеро Онхот
58,1,Байгалийн үзэсгэлэнт газар,Потанины мөсөн гол,Potanin Glacier,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.14837,87.91775,"Монголын хамгийн том мөсөн гол бөгөөд 20 км урт, 5 км өргөнтэй байна. ","It is the largest glacier in Mongolia, measuring 20 km long and 5 km wide.",https://www.dropbox.com/scl/fi/n02um3d9ekm4cvlb0mp0u/.jpg?rlkey=5iroaqryr64vqzjztzwc6vgnn&raw=1,포타닌 빙하,ポタニン氷河,波塔宁冰川,Ледник Потанина
59,1,Байгалийн үзэсгэлэнт газар,Загаст нуур,Fish lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.07995,88.51465,Цэнгэл сумын төвөөс баруун хойд зүгт 55 км зайтай орших өндөр уулын цэнгэг нуур,A high mountain fresh lake located 55 km northwest of the center of Tsengel soum,https://www.dropbox.com/scl/fi/dhor98qts4ran65ob7nhv/.jpg?rlkey=12jsaa192tnw3myae04s4ygli&raw=1,물고기 호수,魚のいる湖,鱼湖,Рыбное озеро
60,1,Байгалийн үзэсгэлэнт газар,Александрын мөсөн гол,Alexander Glacier,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.13334,87.89898,Монгол улсын 3 том мөсөн голын нэг юм.,It is one of the three largest glaciers in Mongolia.,https://www.dropbox.com/scl/fi/iczf2zbpjg1zboi95k1me/.jpg?rlkey=r2ebjdue6ig5jdddquaispm81&raw=1,알렉산더 빙하,アレクサンダー氷河,亚历山大冰川,Ледник Александра
61,1,Байгалийн үзэсгэлэнт газар,Гранегийн мөсөн гол ,Grane Glacier,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.10166,87.91543,Монгол улсын 3 том мөсөн голын нэг юм.,It is one of the three largest glaciers in Mongolia.,https://www.dropbox.com/scl/fi/53nwh3lq5vjzbg05zlapm/.jpg?rlkey=tmidn9ddo39ld7sgs3n5sxinc&raw=1,그레인 빙하,グラーネ氷河,格兰冰川,Гранский ледник
62,1,Байгалийн үзэсгэлэнт газар,Таван бэлчирийн хүрхрээ,Tavan Belchir Waterfall,Баян-Өлгий,Bayan-Olgii,Баяннуур,Bayannuur,48.74614,90.70546,"Алтанцөгц сумын төвөөс зүүн өмнө зүгт 20 гаруй км, Баяннуур сумын төвөөс баруун урд зүгт 30 км зайтай оршино.",It is located more than 20 km southeast of the center of Altantsugts soum and 30 km southwest of the center of Bayannur soum.,,타반 벨치르 폭포,タヴァン ベルチル滝,塔万贝尔奇瀑布,Водопад Таван Бельчир
63,1,Байгалийн үзэсгэлэнт газар,Тал нуур,Tal Lake,Баян-Өлгий,Bayan-Olgii,Дэлүүн,Deluun,48.04951,90.18254,Дэлүүн сумын төвөөс баруун хойд зүгт 55 км зайтай оршино.,It is located 55 km northwest of the center of Deluun soum.,https://www.dropbox.com/scl/fi/bspao3f15lfegwk631phz/.jpg?rlkey=hbcrqrjwnfr3hrehcv6ejb37r&raw=1,탈 레이크,タル・レイク,塔尔湖,Озеро Тал
64,1,Байгалийн үзэсгэлэнт газар,Толбо нуур,Tolbo Lake,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.54871,90.05283,"Толбо сумын төвөөс баруун хойд зүгт 13 км зайд,  далайн түвшнээс дээш 2079 м өндөрт оршино.","It is located 13 km northwest of the center of Tolbo soum, at an altitude of 2,079 m above sea level.",https://www.dropbox.com/scl/fi/rtfyzvl9kqac3134q2wg9/.jpg?rlkey=5nraex4dnixfh2zpevczadrqv&raw=1,톨보 호수,トルボ湖,托尔博湖,Озеро Толбо
65,1,Байгалийн үзэсгэлэнт газар,Дөрөө нуур Баян-Өлгий ,Duruu Lake Bayan-Ulgii,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.22262,90.65679,Толбо сумын төвөөс зүүн өмнө зүгт 30 км зайтай оршино.,It is located 30 km southeast of the center of Tolbo soum.,https://www.dropbox.com/scl/fi/4cmln7fcqq38cany4f1gt/1.jpg?rlkey=60ribw3kqlfiwur9kbqk1yh2j&raw=1,도로오 호수,レイク・ドゥルー,多鲁湖,Озеро Дору
66,1,Байгалийн үзэсгэлэнт газар,Хар нуур,Black Lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.60974,88.92814,Хурган нуураас зүүн зүгт 15 км зайтай оршино.,It is located 15 km east of Lake Khurgan.,https://www.dropbox.com/scl/fi/peq4gvwo7m7g2ywkiem23/.jpg?rlkey=ul5bp1ukix61jekkd26rp8g1b&raw=1,블랙 레이크,ブラックレイク,黑湖,Черное озеро
67,1,Байгалийн үзэсгэлэнт газар,Хар нуур (Баян-Өлгий),Khar Lake (Bayan-Olgii),Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.84793,88.55061,Далайн түвшнээс дээш 2614 м өндөрт орших цэнгэг нуур,A freshwater lake located at an altitude of 2614 m above sea level.,https://www.dropbox.com/scl/fi/cc7k0vs7kas2mxre2wkph/.jpg?rlkey=plznsqljmvypkcxhdtncgne9s&raw=1,블랙 레이크,ブラックレイク,黑湖,Черное озеро
68,1,Байгалийн үзэсгэлэнт газар,Хотон нуур,Khoton Lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.65424,88.29729,Далайн түвшнээс 2083 м өндөрт өргөгдсөн цэнгэг уст нуур. Улсын хилээс 10 хүрэхгүй км зайтай оршино. ,A freshwater lake located at an altitude of 2083 m above sea level. It is located less than 10 km from the state border.,https://www.dropbox.com/scl/fi/xak1pryofymn0rng2cewe/.jpg?rlkey=0tic9dj6f3yekwm8zaj86c8z1&dlraw=1,코톤 호수,コトン湖,科顿湖,Озеро Хотон
69,1,Байгалийн үзэсгэлэнт газар,Хурган нуур,Khurgan Lake,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,48.55365,88.61064,Далын түвшнээс дээш 2073  м өндөрт орших цэнгэг нуур улсын хилээс 13 км зайтай байна. ,"The freshwater lake, located at an altitude of 2,073 meters above sea level, is 13 km from the country's border.",https://www.dropbox.com/scl/fi/7445oktjd85294pxrdf4j/.jpg?rlkey=zrq29jd1ybejwgrlo2dsgt3mb&raw=1,쿠르간 호수,クルガン湖,库尔干湖,Озеро Хурган
