№,Point_type,Category,Category_eng,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Phone,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
70,3,Рашаан сувилал,Spa_Resort,Могойтын рашаан сувилал,Mogoit Mineral Water Spa,Архангай,Arkhangai,Бат-Өлзий,Bat-Ulzii,46.74976,102.23091,88111403,https://www.dropbox.com/scl/fi/256j1nmlnfx1j8d0skkx8/.jpg?rlkey=zzyn0ovl3axlwndl5hnz461a9&raw=1,모고이트 미네랄 워터 스파,モゴイト ミネラル ウォーター スパ,莫戈伊特矿泉水疗中心,Спа с минеральной водой Могоит
71,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.79589,102.78944,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
72,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.79448,102.78998,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
73,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.7851,102.81828,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
74,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.7832,102.81857,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
75,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.78033,102.81704,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
76,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.77441,102.81337,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
77,1,Жуулчны бааз,Tourist_Camp,Жуулны бааз,Tourist Camp,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.74996,102.79076,,,관광캠프,ツーリストキャンプ,旅游营地,Туристический лагерь
78,1,Жуулчны бааз,Tourist_Camp,Өгий нуур,Ugii nuur,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.75317,102.80414,,,우기누르,ウギイヌール,乌吉努尔,Угий нуур
79,1,Жуулчны бааз,Tourist_Camp,Эрдэнэ-Очир,Erdene-Ochir,Архангай,Arkhangai,Өгийнуур,Ugiinuur,47.74994,102.80196,,,에르덴-오키르,エルデネ・オチル,额尔德尼-奥其尔,Эрдэнэ-Очир
80,1,Жуулчны бааз,Tourist_Camp,Тэрх өргөө ,terkh urguu,Архангай,Arkhangai,Тариат,Tariat,48.18563,99.79993,,https://www.dropbox.com/scl/fi/afw3g66jy3fq4rg1mq0ia/.jpg?rlkey=k2grzfhvwmzx8y6x9ter4xtra&raw=1,테르크 우르구,テルク・ウルグー,泰尔赫乌尔古,Терх ургуу
81,6,Замын гуанз,Roadside_Diner,"Хүрэмт зоогийн газар, буудал",Khuremt restaurant and hotel,Архангай,Arkhangai,Цахир,Tsakhir,48.10209,99.14614,,https://www.dropbox.com/scl/fi/9zi1dryiham39t970l01j/.jpeg?rlkey=vzuaiolcbtm6q9trmrzipvqx5&raw=1,후렘트 레스토랑 및 호텔,クレムトレストラン＆ホテル,库雷姆特餐厅和酒店,Ресторан и отель «Хуремт»
82,1,Жуулчны бааз,Tourist_Camp,Өлзийт мөрөн кемп,Ulziit River Camp,Архангай,Arkhangai,Цахир,Tsakhir,48.10245,99.14282,,https://www.dropbox.com/scl/fi/ahwsk14q4ovobjxchv6ad/.jpg?rlkey=mrolb3e7pazx7nfqmbwih3dju&raw=1,울지트 강 캠프,ウルジート川キャンプ,乌尔齐特河营地,Лагерь Рекa Ульзит
83,6,Замын гуанз,Roadside_Diner,Хөх нуур зоогийн газар,Khokh Nuur Restaurant,Архангай,Arkhangai,Цахир,Tsakhir,48.10202,99.14126,,https://www.dropbox.com/scl/fi/8nflktz0c9whiqogwmlp2/.jpeg?rlkey=qr4enmzbqbbfn6sodhxqp407j&raw=1,코크 누르 레스토랑,コク・ヌール・レストラン,霍克努尔餐厅,Ресторан Хох Нуур
84,2,Амралтын газар,Resort, Улаан чулуут амралт,Redstone resort,Архангай,Arkhangai,Чулуут,Chuluut,47.77243,100.33088,98118045,https://www.dropbox.com/scl/fi/s5li7s2pcndlk3m7ocrcj/.jpg?rlkey=17btzm91nyxnvuujznvurtfys&raw=1,레드 락 리조트,レッドロックリゾート,红岩度假村,Курорт Ред Рок
85,1,Жуулчны бааз,Tourist_Camp,Тарлан мод Богоч кэмп,Tarlan Mod Bogoch Camp,Архангай,Arkhangai,Чулуут,Chuluut,47.62518,100.36563,99709190,https://www.dropbox.com/scl/fi/ezwzzth6x18mf2n9prskf/.jpg?rlkey=wzjlw392ny6yf51bagqmzze9e&raw=1,타를란 모드 보고치 캠프,タルラン・モッド・ボゴチ・キャンプ,塔兰·莫德·博戈赫营地,Лагерь Тарлан Мод Богоч
86,1,Жуулчны бааз,Tourist_Camp,Тау ресорт,Tau Resort,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.60046,90.01769,95005877,,타우 리조트,タウ リゾート,陶度假村,Тау Резорт
87,1,Жуулчны бааз,Tourist_Camp,Шунхар ресорт,Shunkhar Resort,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.60201,90.02362,80436060,https://www.dropbox.com/scl/fi/d38yv1uuxx4g64wesmxco/.jpg?rlkey=lh3fhih1ztgwva6ifu8ngve37&raw=1,슌카르 리조트,シュンカール リゾート,顺卡度假村,Курорт Шунхар
88,1,Жуулчны бааз,Tourist_Camp,Толбо нуур жуулчны бааз,Tolbo Lake Resort,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.59974,90.02913,93399331,https://www.dropbox.com/scl/fi/2vq4nhiejnxrkwu3yzfu8/.jpg?rlkey=wl8ndani6u5v8gsl2yqgkvokg&raw=1,톨보 레이크 리조트,トルボ レイク リゾート,托尔博湖度假村,Толбо Лейк Резорт
89,1,Жуулчны бааз,Tourist_Camp,Загаст нуур гэр буудал,Zagast Nuur Camp,Баян-Өлгий,Bayan-Olgii,Цэнгэл,Tsengel,49.08089,88.52213,80050908,https://www.dropbox.com/scl/fi/aefdx6wxk4bjb6etgsjpe/.jpg?rlkey=81g6vz9z3nrpil6ebo7leaaa1&raw=1,자가스트 누르 캠프,ザガスト ヌール キャンプ,扎加斯特努尔营地,Лагерь Загаст Нуур
90,1,Жуулчны бааз,Tourist_Camp,Баавгайн хөндий гэр буудал,Bear Valley Ger Camp,Баян-Өлгий,Bayan-Olgii,Өлгий,Ulgii,48.96908,89.89843,99662324,https://www.dropbox.com/scl/fi/lu2lndaj6291sivegfhz3/.jpg?rlkey=sulyc2fy74s1wqep4baq5n9jr&raw=1,베어 밸리 게르 캠프,ベア バレー ゲル キャンプ,熊谷蒙古包营地,Лагерь Медвежьей долины
91,1,Жуулчны бааз,Tourist_Camp,Алтай лож,Altai Lodge,Баян-Өлгий,Bayan-Olgii,Өлгий,Ulgii,48.9708,89.89241,99157261,https://www.dropbox.com/scl/fi/l3s1nr2d4k991xmycmtvy/.jpg?rlkey=fl1rav6jcv83cf3suf75nmjcf&raw=1,알타이 로지,アルタイ ロッジ,阿尔泰旅馆,Алтай Лодж
92,1,Жуулчны бааз,Tourist_Camp,Алтайн оргилууд гэр буудал,Altai Peaks Ger Camp,Баян-Өлгий,Bayan-Olgii,Өлгий,Ulgii,48.97681,89.89319,99427003,https://www.dropbox.com/scl/fi/5sfazqhrnbdcarzvthoqu/.jpg?rlkey=lksky8bsodm6w04lcurskpp5r&raw=1,알타이 픽스 게르 캠프,アルタイ山脈ゲルキャンプ,阿尔泰峰蒙古包营地,Гер Лагерь Altai Peaks
93,1,Жуулчны бааз,Tourist_Camp,Анчин бүргэд гэр буудал,Eagle Hunter Ger Camp,Баян-Өлгий,Bayan-Olgii,Сагсай,Sagsai,48.89097,89.62215,88875026,https://www.dropbox.com/scl/fi/h6w8h2krt68dov06l4eod/.jpg?rlkey=ajt5edxgehoao0y3hzfobj05r&raw=1,독수리 사냥꾼 게르 캠프,イーグルハンターゲルキャンプ,猎鹰者蒙古包营地,Лагерь Игл Хантер Гер
94,1,Жуулчны бааз,Tourist_Camp,Алтан бүргэд гэр буудал,Golden Eagle Ger Camp,Баян-Өлгий,Bayan-Olgii,Сагсай,Sagsai,48.89517,89.61895,88875026,,골든 이글 게르 캠프,ゴールデン イーグル ゲル キャンプ,金鹰蒙古包营地,Лагерь Golden Eagle Ger
95,1,Жуулчны бааз,Tourist_Camp,Голын эрэг кэмп,Riverside Camp,Баян-Өлгий,Bayan-Olgii,Өлгий,Ulgii,48.9702,89.89401,99096432,https://www.dropbox.com/scl/fi/ek6ze5vyvnzjcq0wpsnh4/.jpg?rlkey=1yges8ukxwzrpyhnrmfwdrrgz&raw=1,리버사이드 캠프,リバーサイド キャンプ,河滨营地,Лагерь Риверсайд
96,1,Жуулчны бааз,Tourist_Camp,Алтай явган аялал отог,Altai Trekking Campground,Баян-Өлгий,Bayan-Olgii,Сагсай,Sagsai,48.96708,89.87615,99958207,https://www.dropbox.com/scl/fi/feuoz6b21ge2l2fwcfcmj/.jpg?rlkey=3r3vndcx6gosx6yqggy6lxu1n&raw=1,알타이 트레킹 캠프장,アルタイ トレッキング キャンプ場,阿尔泰徒步露营地,Алтайский треккинг-лагерь
97,1,Жуулчны бааз,Tourist_Camp,Бүргэд гэр буудал,Eagle Ger Camp,Баян-Өлгий,Bayan-Olgii,Өлгий,Ulgii,48.97585,89.91928,99422026,https://www.dropbox.com/scl/fi/4fvrkhx6beq2kbevrz2yo/.jpg?rlkey=4x3vssdfvfmtppct6445rtb4j&raw=1,이글 게르 캠프,イーグルゲルキャンプ,伊格尔格营地,Лагерь Игл Гер
98,7,Нисэх буудал,Airport,Өлгий нисэх буудал,Olgii Airport,Баян-Өлгий,Bayan-Olgii,Өлгий,Olgii,48.99272,89.91958,70422056,https://www.dropbox.com/scl/fi/f0gerri5j2pg2vm4g4il2/.jpg?rlkey=atjll3asv6yfqvhikg8jcgf5k&raw=1,올기 공항,オルギ空港,乌列盖机场,Аэропорт Ольгий
99,8,Хилийн боомт,Border_Crossing,Цагааннуурын хилийн боомт,Tsagaannuur Border Station,Баян-Өлгий,Bayan-Olgii,Ногооннуур,Nogoonnuur,49.60803,89.46767,,https://www.dropbox.com/scl/fi/281tm9iuf9mr1sf0v8j52/.jpg?rlkey=52mtka0uiess978yskmi2rwk1&raw=1,차강누르 국경 검문소,ツァガーヌール国境駅,察干努尔边境站,Пограничная станция Цагааннуур
100,6,Замын гуанз,Roadside_Diner,Толбо замын гуанз,Tolbo Road Canteen,Баян-Өлгий,Bayan-Olgii,Толбо,Tolbo,48.38799,90.82388,,https://www.dropbox.com/scl/fi/ub38daoxiorw3b95dw6q0/.jpg?rlkey=gu1bgntruoeynks6b9og46qv2&raw=1,톨보 로드 구내식당,トルボロード・キャンティーン,托尔博路食堂,Столовая на дороге Толбо
101,1,Жуулчны бааз,Tourist_Camp,Өгөөж булган жуулчны бааз,Uguuj Bulgan Tourist Camp,Баянхонгор,Bayankhongor,Өлзийт,Ulziit,46.0876,100.70321,89051055,,우구즈 불간 투어리스트 캠프,ウグジ ボルガン ツーリスト キャンプ,乌古吉布尔干旅游营地,Туристический лагерь Угуудж Булган
102,3,Рашаан сувилал,Spa_Resort,Шаргалжуут халуун рашаан,Shargaljuut Hot Spring,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.33226,101.22726,77437777,https://www.dropbox.com/scl/fi/53ay2c4mqfqy3brugw6zq/.jpg?rlkey=lpd69dfhympvj32874kmwhruv&raw=1,샤르갈유트 온천,シャルガルジュト温泉,沙加尔尤特温泉,Горячий источник Шаргалджут
103,3,Рашаан сувилал,Spa_Resort,Бага шаргалжуут рашаан сувилал,Baga Shargaljuut Spring,Баянхонгор,Bayankhongor,Өлзийт,Ulziit,46.23578,101.15415,,https://www.dropbox.com/scl/fi/c6dc4fiwdbq43hzji3e88/.jpg?rlkey=77f0zwcmkt9hromwkywq0muyo&raw=1,바가샤르갈유트 봄,バガ シャルガルジュート 春,Baga Shargaljuut 春天,Бага Шаргалджут Источник
104,1,Жуулчны бааз,Tourist_Camp,Алтаргана жуулчны бааз,Altargana Tourist Camp,Булган,Bulgan,Тэшиг,Teshig,49.91689,102.72778,99961185,https://www.dropbox.com/scl/fi/v67gonvml5q57hcr3d05k/.jpg?rlkey=svio3u2q2iurfs3dow2y9j20q&raw=1,알타르가나 투어리스트 캠프,アルタルガナ ツーリスト キャンプ,阿尔塔加纳旅游营地,Туристический лагерь Алтаргана
105,2,Амралтын газар,Resort,Виста харгал жуулчны бааз,Vista Khargal Resort,Булган,Bulgan,Тэшиг,Teshig,49.91287,102.77571,85016268,https://www.dropbox.com/scl/fi/3ba1rwubrox4qk869c91b/.jpg?rlkey=m1d11iockmakz495nslppt1in&raw=1,비스타 카르갈 리조트,ビスタ カールガル リゾート,维斯塔卡加尔度假村,Виста Харгал Резорт
106,1,Жуулчны бааз,Tourist_Camp,Хуучин гүүр жуулчны бааз,Old Bridge Tourist Camp,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,49.62934,102.88031,89035496,https://www.dropbox.com/scl/fi/og83a7t3gmzzeqq1uo7bv/.jpg?rlkey=ak2onb94z8i9ief4xiusetngc&raw=1,올드 브리지 투어리스트 캠프,オールド ブリッジ ツーリスト キャンプ,老桥旅游营地,Туристический лагерь «Старый мост»
107,1,Жуулчны бааз,Tourist_Camp,Хутаг өндөр жуулчны бааз,Khutag Undur Tourist Camp,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,49.36834,102.72871,99098413,https://www.dropbox.com/scl/fi/dzr88ozw73xhkwi91ywvi/.jpg?rlkey=rxv85w2dn8u3nr0mniu7d3i7n&raw=1,쿠타그 운두르 투어리스트 캠프,クタグ ウンドゥル ツーリスト キャンプ,Khutag Undur 旅游营地,Туристический лагерь Хутаг Ундур
108,1,Жуулчны бааз,Tourist_Camp,Энэко жуулчны бааз,Eneco Tourist Camp,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,49.36102,102.74012,88805088,https://www.dropbox.com/scl/fi/ip2tc86k7xcbofq39exjp/.jpg?rlkey=bv34jifl84tju85p3xkv4nmda&raw=1,에네코 관광캠프,エネコ ツーリスト キャンプ,埃内科旅游营地,Туристический лагерь Энеко
109,2,Амралтын газар,Resort,Долоон нуга амралт,Seven Nuga Resort,Булган,Bulgan,Сэлэнгэ,Selenge,49.47644,104.29088,80098005,https://www.dropbox.com/scl/fi/i11fefha4isai5af18hmd/.jpg?rlkey=i6yzuqbuyuc6sc7sts4y5z9gk&raw=1,세븐 누가 리조트,セブン ヌガ リゾート,七努加度假村,Севен Нуга Резорт
110,2,Амралтын газар,Resort,Сэлэнгэ амралт,Seleng Resort,Булган,Bulgan,Хангал,Hangal,49.44701,104.30997,75773993,https://www.dropbox.com/scl/fi/hl2pi42lo6zvzsqgu7a5z/.jpg?rlkey=loezntev4jbmenkck775c1wc1&raw=1,셀렝 리조트,セレン リゾート,色楞度假村,Селенг Резорт
111,4,Саам сувилал,Mare_Milk_Wellness,Хангал саам сувилал,Khangal Mare'S Milk Resort,Булган,Bulgan,Хангал,Hangal,49.42882,104.40782,99362322,https://www.dropbox.com/scl/fi/zdfvdugwp25tpynznc546/.jpg?rlkey=dy783qvqqc0npy0l2tkawk2nr&raw=1,칸갈 마레스 밀크 리조트,カンガル マレズ ミルク リゾート,坎加尔马雷牛奶度假村,Хангал Маре'С Милк Резорт
112,1,Жуулчны бааз,Tourist_Camp,Маунт 24 лож,Mount 24 Lodge,Булган,Bulgan,Хангал,Hangal,49.42842,104.41029,89223311,https://www.dropbox.com/scl/fi/2w3k65qs01a6p1sc141tz/24.jpg?rlkey=2yw9sywy1w3o9njtk47ggocfd&raw=1,마운트 24 로지,マウント 24 ロッジ,24 号山旅馆,Маунт 24 Лодж
113,4,Саам сувилал,Mare_Milk_Wellness,Энержи галтай саам сувилал,Energy Galtai Mare'S Milk Resort,Булган,Bulgan,Хангал,Hangal,49.41666,104.45606,99352128,https://www.dropbox.com/scl/fi/i5s9an4n5ip5wi765sf3j/.jpg?rlkey=82thw9j1tkvl4vhx1puipmjpd&raw=1,에너지 갈타이 마레스 밀크 리조트,エナジー ガルタイ マレズ ミルク リゾート,加尔泰马雷牛奶能量度假村,Energy Galtai Mare'S Milk Resort
114,1,Жуулчны бааз,Tourist_Camp,Оломгүй булаг кэмп,Olomgui Bulag Camp,Булган,Bulgan,Баян-Агт,Bayan-Agt,48.94433,102.12719,99957495,https://www.dropbox.com/scl/fi/ld2dg1k3ddy5v3c2lc1y1/.jpg?rlkey=qmgrmmxyy8imyivuki4n6vug9&raw=1,올롬기 불라그 캠프,オロムギ ブラグ キャンプ,奥洛姆吉·布拉格营地,Лагерь Оломги Булаг
115,1,Жуулчны бааз,Tourist_Camp,Шарга тур,Sharga Tour,Булган,Bulgan,Баян-Агт,Bayan-Agt,48.94992,102.12969,99909899,https://www.dropbox.com/scl/fi/qvuxbqcxdtdkfvx5ybcqa/.jpg?rlkey=89cpzyqs8me4xj406ota53zm4&raw=1,샤가 투어,シャルガツアー,夏尔加之旅,Шарга Тур
116,2,Амралтын газар,Resort,Агт нутаг амралт,Agt Nutag Resort,Булган,Bulgan,Баян-Агт,Bayan-Agt,48.94646,102.12578,96790507,https://www.dropbox.com/scl/fi/1vlj87b2potxeq8me5gqx/.jpg?rlkey=gxocmfrcmykbfktd01ipn0fv6&raw=1,Agt 누타그 리조트,アグト ヌタグ リゾート,阿格特努塔格度假村,Агт Нутаг Резорт
117,2,Амралтын газар,Resort,Нандин гэр бүлийн амралт,Nandin Family Camp,Булган,Bulgan,Баян-Агт,Bayan-Agt,48.94771,102.1305,99069661,https://www.dropbox.com/scl/fi/z0zc5odxquafl07jz12fu/.jpg?rlkey=sptlf4w971x9qvee4gc61xc5a&raw=1,난딘 가족 캠프,ナンディン ファミリー キャンプ,南丁家庭营,Семейный лагерь Нандин
118,1,Жуулчны бааз,Tourist_Camp,Хан хүннү кэмп,Khan Khunnu Camp,Булган,Bulgan,Бугат,Bugat,48.96496,103.06622,94800950,https://www.dropbox.com/scl/fi/epv77j6v3smksc0ujtihv/.jpg?rlkey=3r6huwiqn2yf0d3wha3xsuv1o&raw=1,칸 쿤누 캠프,カーン クンヌ キャンプ,汗昆努营地,Лагерь Хан Хунну
119,1,Амралтын газар,Resort,Цачиртын гүүр урд амралт,Tsachirtyn Guur Urd Resort,Булган,Bulgan,Бугат,Bugat,48.99099,103.25517,,https://www.dropbox.com/scl/fi/nhn24zgdh940t3tmaczdc/.jpg?rlkey=bo7ltjral2as8nldpb1wiki7c&raw=1,차치르틴 구르 우르드 리조트,ツァチルティン グル ウルド リゾート,查奇廷古尔乌尔德度假村,Курорт Цахиртын Гур Урд
120,6,Замын гуанз,Roadside_Diner,Гэр бүлийн замын зогсоол,Family Roadside Station,Булган,Bulgan,Бугат,Bugat,48.88196,103.4125,88220550,https://www.dropbox.com/scl/fi/nw1m4qa7gb6y5rmuoisi7/.jpg?rlkey=r39vwe4oe4d3mv46mlpzhv4j6&raw=1,패밀리 휴게소,ファミリー道の駅,家庭路边站,Семейная придорожная станция
121,6,Замын гуанз,Roadside_Diner,Gbs кофе шоп,Gbs Coffee Shop,Булган,Bulgan,Бугат,Bugat,48.85701,103.46178,98982048,https://www.dropbox.com/scl/fi/qhtbqgi23u7re6hdpfwu6/GBS.jpg?rlkey=53glyvqzwkj749majtdrzlnc8&raw=1,Gbs 커피숍,GBSコーヒーショップ,吉布斯咖啡厅,Кофейня Гбс
122,2,Амралтын газар,Resort,Бугат лож,Bugat lodge,Булган,Bulgan,Бугат,Bugat,49.0192,103.60484,9972 2556,https://www.dropbox.com/scl/fi/sgza8aq8zzbr728mggdva/.jpg?rlkey=q5ey8pxcr6b8iggp6b3bmzt9n&raw=1,부가트 롯지,ブガットロッジ,布加特旅馆,Лодж Бугат
