№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
57,1,Байгалийн үзэсгэлэнт газар,Далан тэмээ ачаа багтаадаг агуй,A Cave That Can Hold Seventy Camel's Loads,Баянхонгор,Bayankhongor,Заг,Zag,46.74906,99.32415,"Халиут хэмээх рашааны ойрхон Ламын агуй, Чихний рашаантын агуй, Далан тэмээ ачаа багтаадаг агуй гэх мэт хэд хэдэн томоохон агуй бий. Заг сумын төвөөс зүүн өмнө зүгт 26.5 км зайтай оршино.","There are several large caves near the Khaliut spring, including Lamyn Cave, Chikhnii Spa Cave, and Dalan Camel Cave. It is located 26.5 km southeast of the center of Zag soum.",Nature/Ар сүмийн хоолой.jpg,,,,,,,,,
58,1,Байгалийн үзэсгэлэнт газар,Их богд уул,Ikh Bogd Mountain,Баянхонгор,Bayankhongor,Жинст,Jinst,44.9956,100.23075,"Их богд уул нь Говь-Алтайн нурууны ноён оргил богоод далайн түвшнээс 3957 метр өндөр, байгалийн үзэсгэлэнт газар юм.","Ikh Bogd Mountain is the highest peak of the Gobi-Altai Mountains, 3,957 meters above sea level, and is a place of natural beauty.",Nature/Арал толгой.jpg,,,,,,,,,
59,3,Шашны дурсгалт газар,Ламын гэгээний хийд,Lamyn Gegeen  Monastery,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.31113,100.98943,Эрдэнэцогт сумын төвөөс зүүн урагш 18.5 км зайтай оршино,It is located 18.5 km southeast of the center of Erdenetsogt soum.,Nature/Арц богд уул.jpg,,,,,,,,,
60,2,Түүхийн дурсгалт газар,Лигийн цагаан агуй,Ligiin Tsagaan Cave,Баянхонгор,Bayankhongor,Баянлиг,Wealth,44.71172,101.17024,Баянлиг сумын төвөөс зүүн хойд зүгт 40 км зайтай оршино. Малтлага судалгаагаар эртний хүмүүсийн ул мөр олдсон байна.,It is located 40 km northeast of the center of Bayanlig soum. Excavations have found traces of ancient people.,Nature/Арын хүрээний туурь.jpg,,,,,,,,,
61,1,Байгалийн үзэсгэлэнт газар,Орог нуур,Orog Lake,Баянхонгор,Bayankhongor,Богд,Bogd,45.06081,100.72714,"Богд сумын төвийн чанх урд 13 км зайтай, далайн түвшнээс дээш 1217 метрт  оршино.","It is located 13 km south of the center of Bogd soum, at an altitude of 1217 meters above sea level.",Nature/Асралт хайрхан уул.jpg,,,,,,,,,
62,1,Байгалийн үзэсгэлэнт газар,"Оюу, Номин нуур","Oyu, Nomin Lakes",Баянхонгор,Bayankhongor,Жинст,Jinst,45.03375,100.22035,Жинст сумын төвөөс баруун өмнө зүгт 62 км зайтай оршино. 1957 оны 12 сарын 4 -нд хүчтэй газар хөдлөлийн улмаас Бахар уулын орой нурж 2 голын хөндийг хаасны улмаас үүссэн нуурууд юм.,"Located 62 km southwest of the center of Jinst soum, the lakes were formed when the top of Mount Bahar collapsed due to a strong earthquake on December 4, 1957, blocking two river valleys.",Nature/Аураг орд.jpg,,,,,,,,,
63,1,Байгалийн үзэсгэлэнт газар,Сангийн далай нуур,Sangiin Dalai Lake,Баянхонгор,Bayankhongor,Баянбулаг,Bayanbulag,46.92523,97.79403,Баябулаг сумын төвөөс баруун хойд зүгт 30 орчим км зайтай оршино.,It is located about 30 km northwest of the center of Bayabulag soum.,Nature/Ачит нуур.jpg,,,,,,,,,
64,3,Шашны дурсгалт газар,Сангийн далайн хүрээний туурь,Sangiin Dalai Monastery,Баянхонгор,Bayankhongor,Баянбулаг,Bayanbulag,46.93989,97.78284,"Баянбулаг сумын төвөөс баруун хойд зүгт 30 гаруй км, Сангийн далай нуураас хойд зүгт 1.5 зайтай байна.",It is located more than 30 kilometers northwest of the center of Bayanbulag soum and 1.5 kilometers north of Sangin Dalay Lake.,Nature/Баатархайрхан уул.jpg,,,,,,,,,
65,1,Байгалийн үзэсгэлэнт газар,Сэндэртийн агуй,Sendert Cave,Баянхонгор,Bayankhongor,Заг,Zag,46.62218,99.20322," Хөх хайрхан ууланд 70 орчим метр урт, шохойн чулуун тогтоцтой, хөндийлжийн гаралтай агуй бий. Хойд хэсэгт нь байх сэндэр шороог ардын уламжлалт эмчилгээнд хэрэглэдэг. Заг сумын төвөөс өмнө зүгт 50 км зайтай орнино. ","There is a cave of limestone formations, about 70 meters long, in Khokh Khairkhan Mountain. The sender earth in the northern part is used in traditional folk medicine. It is located 50 km south of the center of Zag soum.",Nature/Бага Шаргалжуут.jpg,,,,,,,,,
66,1,Байгалийн үзэсгэлэнт газар,Тамчийн хавцал,Tamch Canyon,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.7047,101.38644,"Аймгийнтөвөөс 90 км, Эрдэнэцогт сумаас 62 км зайд эртний их хагарал галт уулын хүрмэн чулууг уулын голын ус зүссэнээс үүссэн маш сүрлэг гүн хавцал оршдог. Энэ хавцлын өндөр 380 метр хүрэх тул өвлийн улиралд ёроолд нар үл тусна. ","90 km from the provincial capital and 62 km from Erdenetsogt soum, there is a very impressive deep canyon formed by the cutting of ancient volcanic rocks by mountain rivers. The height of this canyon reaches 380 meters, so the sun does not shine at the bottom in winter.",Nature/Бага богд уул.jpg,,,,,,,,,
67,1,Байгалийн үзэсгэлэнт газар,Хөх бүрд нуур,Khukh Burd Lake,Баянхонгор,Bayankhongor,Баян-Овоо,Bayan-Ovoo,46.26924,100.43849,Баян-Овоо сумын төвөс баруун урд зүгт 1.2 км зайтай оршино.,It is located 1.2 km southwest of the center of Bayan-Ovoo soum.,Nature/Бага булаг.jpg,,,,,,,,,
68,1,Байгалийн үзэсгэлэнт газар,Хөх нуур,Khukh Lake,Баянхонгор,Bayankhongor,Гурванбулаг,Gurvanbulag,47.52814,98.51136,"Гурванбулаг сумын төвөөс хойд зүгт 28 км зайтай, далайн түвшнээс дээш 2649 метрт оршино.","It is located 28 km north of the center of Gurvanbulag soum, at an altitude of 2,649 meters above sea level.",Nature/Бага газрын чулуу.jpg,,,,,,,,,
69,1,Байгалийн үзэсгэлэнт газар,Хөх эрэг,Khukh Ereg,Баянхонгор,Bayankhongor,Баацагаан,Baatsagaan,45.84912,99.32587,Бөөн цагаан нуураас зүүн хойд зүгт 25 км зайтай байна.,It is 25 km northeast of Bön Tsagaan Lake.,Nature/Бага түргэний хүрхрээ.jpg,,,,,,,,,
70,1,Байгалийн үзэсгэлэнт газар,Чихний рашаантын агуй,Ear Spring Cave,Баянхонгор,Bayankhongor,Заг,Zag,46.75537,99.32224,Чихний рашаантын агуйн адраас ус дуслан жижиг тогтоол ус бий болгожээ. Энэ усыг чихэнд дусааж чихний өвчин эмгэгт ашигладаг. Заг сумын төвөөс 26 км зайтай оршино.,"Water drips from the cave of the Ear Spring, creating a small spring of water. This water is used to treat ear diseases by instilling it into the ear. It is located 26 km from the center of Zag soum.",Nature/Байтаг богд.jpg,,,,,,,,,
71,1,Байгалийн үзэсгэлэнт газар,Шаргалжуут рашаан,Shargaljuut Mineral Water,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.33119,101.23009,"Эрдэнэцогт сумын төвөөс зүүн урагш зүгт 25 км зайтай орших халуун, хүйтэн рашаан бүхий байгалийн үзэсгэлэнт газар.","A beautiful natural area with hot and cold springs, located 25 km southeast of the center of Erdenetsogt soum.",Nature/Балдан Бэрээвэн хийд.jpg,,,,,,,,,
72,2,Түүхийн дурсгалт газар,Шатар чулуу,Shatar Chuluu,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.33074,100.79411,"Аймгийн төвөөс зүүн хойш 12 км-ийн зайтай оршино. Шатар чулуун дурсгалын цогцолбор нь 13 буган чулуу, дөрвөлжин булшны хэлбэртэй чулуун хашлаганууд, монгол шатрын дүрс хэлбэр бүхий чулуун хиргисүүр гэх мэт зүйлүүдээс бүрдэх бөгөөд нийт 50 гаруй чулуун дурсгал байдаг.  ","It is located 12 km northeast of the provincial center. The Chess Stone Monument Complex consists of 13 deer stones, stone fences in the shape of square tombs, and stone khirgisur in the shape of Mongolian chess, and there are more than 50 stone monuments in total.",Nature/Баяжихын агуй.jpg,,,,,,,,,
73,1,Байгалийн үзэсгэлэнт газар,Эрхэтийн хавцал,Erkhet Canyon,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.6415,101.45868," Баянхонгор аймгийн төвөөс 80 км, Эрдэнэцогт сумаас зүүн хойд зүгт 55 км зайтай. Тамчийн хавцлаас богино боловч нэг цаг үед үүссэн адил нөхцөл хэлбэр бүхий гүн ангал хавцал юм. ","It is 80 km from the center of Bayankhongor aimag and 55 km northeast of Erdenetsogt soum. It is a deep canyon with similar conditions and shape, shorter than Tamchi Canyon, but formed at the same time.",Nature/Баянтүмэн амралт.jpg,,,,,,,,,
74,1,Байгалийн үзэсгэлэнт газар,Эрхэт хайрхан уул,Erkhetkhairkhan Mountain,Баянхонгор,Bayankhongor,Эрдэнэцогт,Erdenetsogt,46.65901,101.25953,Эрдэнэцогт сумын нутагт байдаг далайн түвшнээс дээш 3535 метр өргөгдсөн уул.,"A mountain located in Erdenetsogt soum, 3,535 meters above sea level.",Nature/Баянхошуу боомт.jpg,,,,,,,,,
75,1,Байгалийн үзэсгэлэнт газар,Айрхан нуур,Airkhan Lake,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,49.62878,102.67522,Хутаг-Өндөр сумын төвөөс хойд зүгт 35 км зайтай байна. Далайн түвшнээс дээш 935 метр өндөрт оршино.,It is located 35 km north of the center of Khutag-Ondur soum. It is located at an altitude of 935 meters above sea level.,Nature/Бий булаг балгас.jpg,,,,,,,,,
76,2,Түүхийн дурсгалт газар,Би Булаг балгас,Bi Bulag Ruin,Булган,Bulgan,Хутаг-Өндөр,Khutag-Undur,49.3965,102.55479,Уйгарын хаан Моюнчур байгуулсан Байбалык хотын туурь гэж үздэг Хутаг-Өндөр сумын төвөөс баруун зүгт 10.4 км зайтай оршино.,"It is located 10.4 km west of the center of Khutag-Ondur soum, believed to be the ruins of the city of Baybalyk, founded by the Uyghur Khan Moyunchur.",Nature/Билгэ хааны хөшөө.jpg,,,,,,,,,
77,2,Түүхийн дурсгалт газар,Бодь мод,Bodi Tree,Булган,Bulgan,Бүрэгхангай,Buregkhangai,48.25794,103.70152,Бүрэггхангай сумын төвөөс баруун зүгт 34 км зайтай оршино,It is located 34 km west of the center of Buregkhangai soum.,Nature/Билгэ хааны цогцолбор.jpg,,,,,,,,,
